Nashville SC,Toronto FC
0.20517443528592164,0.24556692342492187
0.3249747124887479,0.344821579059974
0.25736287176804734,0.24209677697445736
0.13587856781726212,0.11331628293333713
0.053804337816578215,0.039779277955390366
0.01704408172316752,0.011171499196337819
