New York Red Bulls,Colorado Rapids
0.20817335808447776,0.29787470911079034
0.32670395698902627,0.36075079381247016
0.2563619967858081,0.2184494541762577
0.13411014669408935,0.0881867572636331
0.05261758276911413,0.02670035564749028
0.01651543949335848,0.0064672657330735895
