FC Dallas,Los Angeles Galaxy
0.23642204730186175,0.31462045234185215
0.3409529194017203,0.36382340368875615
0.24585036500451737,0.21036055998013634
0.11818328090363997,0.08108616203446675
0.042609112716464816,0.023441771858638747
0.0122896333396917,0.0054215580472425215
