Chicago Fire,Atlanta United FC
0.34190235701246696,0.33276063595799976
0.3669398968733357,0.3661471289683876
0.1969054689969637,0.20144167543410138
0.07044162463895803,0.07388423103034684
0.01890001776126026,0.02032429330914989
0.0040568135468970635,0.004472693485533493
