Nashville SC,Vancouver Whitecaps
0.19775438074517018,0.33267872826645134
0.32050636251049003,0.3661389009360252
0.25972706147551305,0.20148221600641392
0.14031577186032107,0.07391563377190988
0.056853478381036625,0.020337480737242262
0.01842882214119535,0.004476596916035754
