Austin FC,San José Earthquakes
0.04098379913866827,0.21914127440752862
0.13092596084418268,0.3326649284209165
0.20912662543770036,0.2524991125028603
0.2226904691525555,0.1277678055160311
0.1778505425155391,0.048489117341543396
0.11363150149511857,0.014721671025441276
