Inter Miami CF,FC Cincinnati
0.200421012836784,0.14629870194789948
0.32214372085226767,0.2812014436165009
0.25889644857013033,0.2702493283917323
0.13871111296721358,0.1731491810210055
0.05573880879846575,0.08320271987351806
0.01791818832572566,0.03198487017278493
