Philadelphia Union,Houston Dynamo
0.12128316421184042,0.518173739737013
0.2558622702846561,0.34067057268259204
0.26988701103177204,0.11198602919436536
0.18978699918678332,0.024541540010278036
0.10009495711545324,0.004033676279145959
0.04223261016982093,0.0005303838086161068
