San José Earthquakes,Real Salt Lake
0.22914724921584542,0.15978523348135504
0.3376233737698883,0.2930340793731816
0.24872553108501247,0.2687012116301345
0.12215660924725354,0.16425925905033173
0.044996096051210785,0.07530977629411463
0.0132593638433546,0.027622491119270096
