Charlotte FC,Columbus Crew
0.40489562072561225,0.2483233082982857
0.36607664652409355,0.3459202585280167
0.16548970187694725,0.24093756256733148
0.04987451250507162,0.11187724651322617
0.011273210520380945,0.038961914512240146
0.0020384804831751245,0.01085497421340021
