Minnesota United FC,Portland Timbers
0.183299939708402,0.2031236033060845
0.3109924430532027,0.32376695852463566
0.26381978027395475,0.258032650381683
0.1492016457173546,0.13709623935766682
0.06328505124307965,0.054630815571825316
0.021474281689499476,0.017415655011551644
