New England Revolution,Toronto FC
0.18430736695522376,0.2510281322416925
0.311691485178259,0.3469686407477819
0.26355859653789965,0.23978833883537262
0.14857241238463906,0.11047770257182822
0.06281457523607195,0.03817530126202969
0.021245779340908596,0.010553105957280115
