Los Angeles FC,Seattle Sounders
0.17985452731749524,0.43585029788091784
0.30855967461174916,0.3619546902712889
0.264683559031119,0.1502938032236694
0.15136431660970356,0.04160415266434764
0.06492041787537575,0.00863760921171706
0.02227558384440641,0.001434631653167151
